id;bezeichnung;;;
6345;Hessische H für Polizei und Verwaltung Wiesbaden in Wiesbaden (Verw-FH);;;
6360;H der Deutschen Gesetzl. Unfallversicherung, Bad Hersfeld (Priv. FH);;;
6370;Frankfurt School of Finance & Management -HfB (Priv. H);;;
6380;FH für öffentliche Verwaltung und Rechtspflege Meißen;;;
6390;Wilhelm Büchner Hochschule Darmstadt (Priv. Fern-FH);;;
6401;DIPLOMA - FH Nordhessen in Bad Sooden-Allendorf (Priv. FH);;;
6402;DIPLOMA - FH Nordhessen in Kassel (Priv. FH);;;
6411;Europäische Fachhochschule (EUFH) Rhein/Erft in Brühl (Priv.);;;
6412;Europäische Fachhochschule (EUFH) Rhein/Erft in Neuss (Priv.);;;
6413;Europäische Fachhochschule (EUFH) Rhein/Erft in Rostock (Priv.);;;
6414;Europäische Fachhochschule (EUFH) Rhein/Erft in Köln (Priv. FH);;;
6415;Europäische Fachhochschule (EUFH) Rhein/Erft in Rheine (Priv. FH);;;
6430;Theologische Hochschule Elstal (FH);;;
6510;Technische Hochschule Bingen (FH);;;
6521;Hochschule Kaiserslautern in Kaiserslautern (FH);;;
6522;Hochschule Kaiserslautern in Pirmasens (FH);;;
6523;Hochschule Kaiserslautern in Zweibrücken (FH);;;
6531;Hochschule Koblenz (FH) in Koblenz;;;
6532;Hochschule Koblenz (FH) in Höhr-Grenzhausen;;;
6533;Hochschule Koblenz (FH) in Remagen;;;
6581;Hochschule Trier (FH) in Trier;;;
6582;Hochschule Trier (FH) in Birkenfeld;;;
6583;Hochschule Trier (FH) in Idar-Oberstein;;;
6600;Katholische Hochschule Mainz (FH);;;
6620;Hochschule der Deutschen Bundesbank Hachenburg;;;
6631;Hochschule für öffentliche Verwaltung Rheinland-Pfalz, FB Innere Verwaltung in Mayen (FH);;;
6640;Hochschule für Finanzen Rheinland-Pfalz in Edenkoben (FH);;;
6650;Hochschule für Wirtschaft und Gesellschaft Ludwigshafen (FH);;;
6660;Hochschule Worms (FH);;;
6670;Hochschule Mainz (FH);;;
6680;Hochschule für angewandtes Management, Ismaning (Priv. FH) (bis SS 2018 Standort in Erding);;;
6690;Provadis School of Intern. Management and Technology Frankfurt (Priv. FH);;;
6710;Hochschule Aalen - Technik und Wirtschaft in Aalen (FH);;;
6711;Hochschule Aalen - Technik und Wirtschaft in Schwäbisch Gmünd (FH);;;
6720;H für Bauwesen und Wirtschaft Biberach a.d. Riß (FH);;;
6731;Hochschule Esslingen in Esslingen (FH);;;
6732;Hochschule Esslingen in Göppingen (FH);;;
6741;H für Technik und Wirtschaft Furtwangen (FH) in Furtwangen;;;
6742;H für Technik und Wirtschaft Furtwangen (FH) in Villingen-Schwenningen;;;
6743;H für Technik und Wirtschaft Furtwangen (FH) in Tuttlingen;;;
6751;FH Heilbronn in Heilbronn;;;
6752;FH Heilbronn in Künzelsau;;;
6753;FH Heilbronn in Schwäbisch Hall;;;
6760;H Technik und Wirtschaft Karlsruhe (FH);;;
6770;H für Technik, Wirtschaft und Gestaltung Konstanz (FH);;;
6780;Hochschule Mannheim (FH);;;
6791;FH Nürtingen in Nürtingen;;;
6792;FH Nürtingen in Geislingen;;;
6800;H für Technik und Wirtschaft Offenburg (FH);;;
6810;H für Gestaltung, Technik und Wirtschaft Pforzheim (FH);;;
6820;H für Technik und Sozialwesen Ravensburg-Weingarten (FH);;;
6830;H für Technik und Wirtschaft Reutlingen (FH);;;
6841;H für Technik und Wirtschaft Albstadt-Sigmaringen (FH) in Albstadt;;;
6842;H für Technik und Wirtschaft Albstadt-Sigmaringen (FH) in Sigmaringen;;;
6850;Hochschule für Technik Stuttgart (FH);;;
6860;FH Stuttgart - H der Medien;;;
6870;H Ulm - H für Technik;;;
6890;Naturwissenschaftlich-Technische Akademie Isny (Priv. FH);;;
6900;Ev. Hochschule Freiburg (FH);;;
6910;Katholische Hochschule Freiburg, Campus Freiburg;;;
6911;Katholische Hochschule Freiburg, Campus Stuttgart;;;
6970;Merz Akademie Hochschule für Gestaltung, Kunst und Medien, Stuttgart (Priv. FH);;;
7020;AKAD Fachhochschule Stuttgart;;;
7050;H für Gestaltung Schwäbisch Gmünd (FH);;;
7060;H für öffentliche Verwaltung Kehl (VerwFH);;;
7070;Hochschule Ludwigsburg für öffentliche Verwaltung und Finanzen (FH);;;
7090;SRH Hochschule Heidelberg (Priv. FH);;;
7110;H für Forstwirtschaft Rottenburg a. Neckar (FH);;;
7120;H für Rechtspflege Schwetzingen (VerwFH);;;
7140;H für Polizei Villingen-Schwenningen (VerwFH);;;
7180;Fernhochschule Riedlingen (FH);;;
7190;Evang. Hochschule Ludwigsburg in Ludwigsburg (FH);;;
7192;Evang. Hochschule Ludwigsburg in Reutlingen (FH);;;
7210;Hochschule für angewandte Wissenschaften Augsburg (FH);;;
7220;Hochschule für angewandte Wissenschaften Coburg (FH);;;
7240;Hochschule für angewandte Wissenschaften München (FH);;;
7250;Technische Hochschule Nürnberg Georg Simon Ohm (FH);;;
7260;Ostbayerische Technische Hochschule Regensburg (FH);;;
7300;TH Rosenheim in Rosenheim (FH);;;
7301;TH Rosenheim in Mühldorf a. Inn (FH);;;
7303;TH Rosenheim in Burghausen (FH);;;
7311;Hochschule für angewandte Wissenschaften Weihenstephan-Triesdorf in Weihenstephan (FH);;;
7312;Hochschule für angewandte Wissenschaften Weihenstephan-Triesdorf in Triesdorf (FH);;;
7313;Hochschule für angewandte Wissenschaften Weihenstephan-Triesdorf in Straubing (FH);;;
7351;Hochschule für angewandte Wissenschaften Würzburg-Schweinfurt in Würzburg (FH);;;
7352;Hochschule für angewandte Wissenschaften Würzburg-Schweinfurt in Schweinfurt (FH);;;
7370;Evang. Hochschule Nürnberg (FH);;;
7381;Katholische Stiftungshochschule München in München (Kirchl. FH);;;
7382;Katholische Stiftungshochschule München in Benediktbeuern (Kirchl. FH);;;
7440;Hochschule für angewandte Wissenschaften Kempten (FH);;;
7450;Hochschule für angewandte Wissenschaften Landshut (FH);;;
7461;Hochschule für den öffentlichen Dienst in Bayern Standort Fürstenfeldbruck (Polizei);;;
7462;Hochschule für den öffentlichen Dienst in Bayern Standort Herrsching (Finanzwesen);;;
7463;Hochschule für den öffentlichen Dienst in Bayern Standort Hof (Allg. Innere Verwaltung);;;
7464;Hochschule für den öffentlichen Dienst in Bayern Standort München (Archiv- u. Biblioth.);;;
7465;Hochschule für den öffentlichen Dienst in Bayern Standort Starnberg (Rechtspflege);;;
7466;Hochschule für den öffentlichen Dienst in Bayern Standort Wasserburg (Sozialverwaltung);;;
746A;Hochschule für den öffentlichen Dienst in Bayern Standort Sulzbach-Rosenberg (Polizei) ;;;
746B;Hochschule für den öffentlichen Dienst in Bayern Standort Kaufbeuren (Finanzwesen) ;;;
7521;Technische Hochschule Deggendorf in Deggendorf (FH);;;
7522;Technische Hochschule Deggendorf im Landkreis Rottal-Inn (FH);;;
7531;Hochschule für angewandte Wissenschaften Hof in Hof (FH);;;
7532;Hochschule für angewandte Wissenschaften Hof in Münchberg (FH);;;
7540;Technische Hochschule Ingolstadt in Ingolstadt (FH);;;
7541;Technische Hochschule Ingolstadt in Neuburg a. d. Donau (FH);;;
7551;Ostbayerische Technische Hochschule Amberg-Weiden (FH) in Amberg;;;
7552;Ostbayerische Technische Hochschule Amberg-Weiden (FH) in Weiden;;;
7560;Hochschule für angewandte Wissenschaften Ansbach in Ansbach (FH);;;
7561;Hochschule für angewandte Wissenschaften Ansbach in Weißenburg (FH);;;
7562;Hochschule für angewandte Wissenschaften Ansbach in Rothenburg (FH);;;
7570;Hochschule für angewandte Wissenschaften Neu-Ulm (FH);;;
7580;Munich Business School München (Priv. FH);;;
7590;TH Aschaffenburg (FH);;;
7610;H für Technik und Wirtschaft des Saarlandes Saarbrücken;;;
7630;FH für Verwaltung Saarbrücken;;;
7670;accadis Hochschule Bad Homburg (Priv. FH);;;
7680;Theologisches Seminar Reutlingen (ev.);;;
7690;Hochschule für Technik und Wirtschaft Berlin (FH);;;
7700;Kath. Hochschule für Sozialwesen Berlin;;;
7710;Beuth - Hochschule für Technik Berlin (FH);;;
7721;HS für Wirtschaft und Recht Berlin, FB Wirtschaft (FH);;;
7722;HS für Wirtschaft und Recht Berlin, FB Duales Studium (FH);;;
7723;HS für Wirtschaft und Recht Berlin, FB Verwaltung, Recht, Polizei (FH);;;
7730;ASH für Sozialarbeit und Sozialpädagogik Berlin (FH);;;
7750;Evangelische Hochschule Berlin (FH);;;
7780;Hochschule Neubrandenburg (FH);;;
7790;Hochschule Stralsund (FH);;;
7810;FH Erfurt;;;
7820;Hochschule Jena (FH);;;
7830;Hochschule Schmalkalden (FH);;;
7840;Hochschule Wismar (FH);;;
7850;FH für Finanzen Brandenburg in Königs Wusterhausen (VerwFH);;;
7860;Thüringer FH für öffentl. Verwaltung in Gotha;;;
7880;Hochschule Nordhausen (FH);;;
7890;Hochschule der Polizei Brandenburg (VerwFH) Oranienburg;;;
7900;FH für öffentliche Verwaltung, Polizei und Rechtspflege in Güstrow (Verw-FH);;;
7910;Technische Hochschule Brandenburg (FH);;;
7920;Hochschule für nachhaltige Entwicklung Eberswalde (FH);;;
7940;Technische Hochschule Wildau (FH);;;
7950;FH Potsdam;;;
7960;Private Universität Steinbeis, Berlin;;;
7971;SRH Berlin University of Applied Sciences in Berlin (Priv. FH);;;
7972;SRH Berlin University of Applied Sciences in Dresden (Priv. FH);;;
7973;SRH Berlin University of Applied Sciences in Hamburg (Priv. FH);;;
7990;Norddeutsche Akademie für Finanzen und Steuerrecht Hamburg;;;
8000;Hochschule Merseburg (FH);;;
8011;Hochschule Magdeburg-Stendal (FH) in Magdeburg;;;
8012;Hochschule Magdeburg-Stendal (FH) in Stendal;;;
8021;Hochschule Harz (FH) in Wernigerode;;;
8022;Hochschule Harz (FH) in Halberstadt;;;
8031;Hochschule Anhalt (FH) in Bernburg;;;
8032;Hochschule Anhalt (FH) in Dessau;;;
8033;Hochschule Anhalt (FH) in Köthen;;;
8060;FH Polizei Sachsen-Anhalt, Aschersleben (VerwFH);;;
8072;(AMD Akademie Mode und Design Idstein in Berlin (Priv. FH)) eingegliedert in 6287;;;
8073;(AMD Akademie Mode und Design Idstein in Düsseldorf (Priv. FH)) eingegliedert in 6288;;;
8080;SRH Hochschule Nordrhein-Westfalen Hamm in Hamm (Priv. FH);;;
8081;SRH Hochschule Nordrhein-Westfalen Hamm in Leverkusen (Priv. FH);;;
8090;HSBA School of Business Administration Hamburg (Priv. FH);;;
8101;Priv. FH für Ökonomie und Management Essen in Essen;;;
8102;Priv. FH für Ökonomie und Management Essen in Duisburg;;;
8103;Priv. FH für Ökonomie und Management Essen in Neuss;;;
8104;Priv. FH für Ökonomie und Management Essen in Köln;;;
8105;Priv. FH für Ökonomie und Management Essen in Gütersloh;;;
8106;Priv. FH für Ökonomie und Management Essen in Siegen;;;
8107;Priv. FH für Ökonomie und Management Essen in Marl;;;
8108;Priv. FH für Ökonomie und Management Essen in Düsseldorf;;;
8109;Priv. FH für Ökonomie und Management Essen in Dortmund;;;
810A;Priv. FH für Ökonomie und Management Essen in Bonn;;;
810B;Priv. FH für Ökonomie und Management Essen in Aachen;;;
810C;Priv. FH für Ökonomie und Management Essen in Wuppertal;;;
810D;Priv. FH für Ökonomie und Management Essen in Bochum;;;
810E;Priv. FH für Ökonomie und Management Essen in Bönen;;;
810F;Priv. FH für Ökonomie und Management Essen in Hagen;;;
810G;Priv. FH für Ökonomie und Management Essen in Münster;;;
810H;Priv. FH für Ökonomie und Management Essen in Wesel;;;
810J;Priv. FH für Ökonomie und Management Essen in Bremen;;;
810K;Priv. FH für Ökonomie und Management Essen in Leipzig;;;
810L;Priv. FH für Ökonomie und Management Essen in Frankfurt ;;;
810M;Priv. FH für Ökonomie und Management Essen in Kassel;;;
810N;Priv. FH für Ökonomie und Management Essen in Augsburg;;;
810P;Priv. FH für Ökonomie und Management Essen in München;;;
810Q;Priv. FH für Ökonomie und Management Essen in Nürnberg;;;
810R;Priv. FH für Ökonomie und Management Essen in Hannover;;;
810S;Priv. FH für Ökonomie und Management Essen in Berlin;;;
810T;Priv. FH für Ökonomie und Management Essen in Mannheim;;;
810U;Priv. FH für Ökonomie und Management Essen in Stuttgart;;;
810V;Priv. FH für Ökonomie und Management Essen in Hamburg;;;
810W;Priv. FH für Ökonomie und Management Essen in Karlsruhe;;;
810X;Priv. FH für Ökonomie und Management Essen in Saarbrücken;;;
8111;H Bonn-Rhein-Sieg in St. Augustin (FH);;;
8112;H Bonn-Rhein-Sieg in Rheinbach (FH);;;
8113;H-Bonn-Rhein-Sieg in Hennef (FH);;;
8140;Hochschule21, Buxtehude (Priv. FH);;;
8150;Karlshochschule International University, Karlsruhe ;;;
8171;Duale Hochschule Baden-Württemberg Mosbach, Campus Bad Mergentheim;;;
8172;Duale Hochschule Baden-Württemberg Ravensburg, Campus Friedrichshafen;;;
8173;Duale Hochschule Baden-Württemberg in Heidenheim;;;
8174;Duale Hochschule Baden-Württemberg Stuttgart, Campus Horb;;;
8175;Duale Hochschule Baden-Württemberg in Karlsruhe;;;
8176;Duale Hochschule Baden-Württemberg in Lörrach;;;
8177;Duale Hochschule Baden-Württemberg in Mannheim;;;
8178;Duale Hochschule Baden-Württemberg in Mosbach;;;
8179;Duale Hochschule Baden-Württemberg in Ravensburg;;;
817A;Duale Hochschule Baden-Württemberg in Stuttgart;;;
817C;Duale Hochschule Baden-Württemberg in Villingen-Schwenningen;;;
817D;Duale Hochschule Baden-Württemberg in Heilbronn;;;
817E;Duale Hochschule Baden-Württemberg Präsidium in Stuttgart;;;
817F;Duale Hochschule Baden-Württemberg CAS in Heilbronn;;;
8180;Hochschule der Polizei Rheinland-Pfalz in Büchenbeuren (FH);;;
9000;Sonstige deutsche Hochschule;;;
9990;Hochschule im Ausland;;;
